full_name,stars,html_url,created_at,updated_at,size,language,age_years,num_releases
rememberber/WePush,4569,https://github.com/rememberber/WePush,2017-06-23T09:03:36Z,2025-09-06T08:15:32Z,47382,Java,8.21,30
javagrowing/JGrowing,4568,https://github.com/javagrowing/JGrowing,2019-02-26T01:55:08Z,2025-08-31T16:57:37Z,2987,Java,6.53,0
zhanghai/Douya,4564,https://github.com/zhanghai/Douya,2016-02-01T13:44:19Z,2025-09-06T04:34:57Z,25350,Java,9.6,11
dromara/dynamic-tp,4561,https://github.com/dromara/dynamic-tp,2022-01-07T16:35:27Z,2025-09-05T14:33:37Z,18257,Java,3.66,19
SuperMonster003/AutoJs6,4554,https://github.com/SuperMonster003/AutoJs6,2021-12-01T05:27:22Z,2025-09-06T16:59:40Z,310100,Java,3.76,20
discord-jda/JDA,4552,https://github.com/discord-jda/JDA,2015-12-12T13:57:32Z,2025-09-06T13:54:05Z,38380,Java,9.74,30
objectbox/objectbox-java,4552,https://github.com/objectbox/objectbox-java,2017-01-24T10:29:48Z,2025-09-06T18:30:08Z,3295,Java,8.62,30
go-lang-plugin-org/go-lang-idea-plugin,4551,https://github.com/go-lang-plugin-org/go-lang-idea-plugin,2010-08-29T08:20:01Z,2025-08-19T05:51:36Z,34753,Java,15.02,21
square/sqlbrite,4548,https://github.com/square/sqlbrite,2015-02-19T04:38:37Z,2025-07-22T11:05:40Z,754,Java,10.55,9
charles2gan/GDA-android-reversing-Tool,4547,https://github.com/charles2gan/GDA-android-reversing-Tool,2017-10-31T08:18:29Z,2025-09-06T05:20:01Z,82285,Java,7.85,30
danielzeller/Depth-LIB-Android-,4544,https://github.com/danielzeller/Depth-LIB-Android-,2016-04-27T09:37:28Z,2025-08-28T19:40:54Z,3656,Java,9.36,0
jdamcd/android-crop,4538,https://github.com/jdamcd/android-crop,2014-03-13T10:24:43Z,2025-08-30T18:01:49Z,2835,Java,11.49,6
JZ-Darkal/AndroidHttpCapture,4532,https://github.com/JZ-Darkal/AndroidHttpCapture,2016-10-15T19:48:00Z,2025-09-06T03:04:53Z,5850,Java,8.89,1
alibaba/dexposed,4529,https://github.com/alibaba/dexposed,2015-06-30T02:59:16Z,2025-09-03T08:24:18Z,1875,Java,10.19,0
hussien89aa/AndroidTutorialForBeginners,4529,https://github.com/hussien89aa/AndroidTutorialForBeginners,2016-09-26T16:36:28Z,2025-09-06T09:58:05Z,688,Java,8.94,0
castorflex/SmoothProgressBar,4521,https://github.com/castorflex/SmoothProgressBar,2013-11-27T20:32:16Z,2025-09-03T03:27:57Z,15681,Java,11.78,9
Flipboard/bottomsheet,4516,https://github.com/Flipboard/bottomsheet,2015-04-23T17:37:32Z,2025-09-06T21:02:35Z,363,Java,10.37,10
tiann/epic,4516,https://github.com/tiann/epic,2017-05-22T02:52:44Z,2025-09-05T07:50:33Z,558,Java,8.29,5
azkaban/azkaban,4515,https://github.com/azkaban/azkaban,2012-10-18T01:34:53Z,2025-09-06T11:54:49Z,57554,Java,12.88,30
ant-media/Ant-Media-Server,4515,https://github.com/ant-media/Ant-Media-Server,2017-03-01T08:21:13Z,2025-09-06T18:03:16Z,1203580,Java,8.52,30
zhkl0228/unidbg,4512,https://github.com/zhkl0228/unidbg,2019-02-26T09:32:15Z,2025-09-06T09:29:38Z,590595,Java,6.53,15
phishman3579/java-algorithms-implementation,4509,https://github.com/phishman3579/java-algorithms-implementation,2013-11-20T03:30:19Z,2025-09-04T15:02:46Z,1487,Java,11.79,0
HotBitmapGG/bilibili-android-client,4498,https://github.com/HotBitmapGG/bilibili-android-client,2016-06-01T04:36:01Z,2025-09-06T13:42:37Z,113179,Java,9.26,1
zongzibinbin/MallChat,4483,https://github.com/zongzibinbin/MallChat,2023-03-16T15:04:35Z,2025-09-06T21:15:46Z,2144,Java,2.48,0
JakeWharton/NineOldAndroids,4479,https://github.com/JakeWharton/NineOldAndroids,2011-12-08T19:46:37Z,2025-09-03T01:57:05Z,1207,Java,13.75,0
Meituan-Dianping/Robust,4460,https://github.com/Meituan-Dianping/Robust,2017-03-14T10:14:50Z,2025-09-06T04:45:36Z,26253,Java,8.48,13
janishar/android-mvp-architecture,4446,https://github.com/janishar/android-mvp-architecture,2017-01-27T08:39:06Z,2025-08-25T01:52:18Z,6144,Java,8.61,0
linhaojun857/aurora,4440,https://github.com/linhaojun857/aurora,2022-08-19T13:39:16Z,2025-09-06T12:52:14Z,5261,Java,3.05,0
square/android-times-square,4439,https://github.com/square/android-times-square,2013-01-30T20:28:27Z,2025-08-13T11:10:23Z,1541,Java,12.6,0
h2database/h2database,4438,https://github.com/h2database/h2database,2015-04-10T19:09:09Z,2025-09-05T00:51:32Z,91520,Java,10.41,23
dreamhead/moco,4428,https://github.com/dreamhead/moco,2012-10-18T09:09:51Z,2025-09-04T12:39:32Z,6078,Java,12.88,1
water8394/flink-recommandSystem-demo,4415,https://github.com/water8394/flink-recommandSystem-demo,2019-05-15T07:55:35Z,2025-09-05T06:40:30Z,4692,Java,6.31,0
Tencent/GT,4414,https://github.com/Tencent/GT,2016-01-13T10:29:55Z,2025-08-28T16:51:10Z,21307,Java,9.65,3
airbnb/DeepLinkDispatch,4407,https://github.com/airbnb/DeepLinkDispatch,2015-06-11T21:16:48Z,2025-08-31T10:40:47Z,2819,Java,10.24,24
jacoco/jacoco,4403,https://github.com/jacoco/jacoco,2012-07-08T21:45:13Z,2025-09-05T08:14:17Z,11692,Java,13.16,30
IoT-Technology/IoT-Technical-Guide,4402,https://github.com/IoT-Technology/IoT-Technical-Guide,2019-04-02T01:52:44Z,2025-09-05T04:27:00Z,1361,Java,6.43,0
apache/shiro,4401,https://github.com/apache/shiro,2009-08-29T08:00:17Z,2025-09-06T22:15:50Z,31355,Java,16.02,14
Freeyourgadget/Gadgetbridge,4396,https://github.com/Freeyourgadget/Gadgetbridge,2015-01-05T23:19:03Z,2025-09-03T20:04:58Z,60912,Java,10.67,0
robinhood/ticker,4390,https://github.com/robinhood/ticker,2016-07-15T21:37:52Z,2025-09-04T09:00:36Z,1681,Java,9.14,9
flutter-webrtc/flutter-webrtc,4370,https://github.com/flutter-webrtc/flutter-webrtc,2018-03-07T02:26:03Z,2025-09-06T14:37:52Z,540967,Java,7.5,30
booklore-app/booklore,4368,https://github.com/booklore-app/booklore,2024-12-13T19:54:00Z,2025-09-06T21:38:58Z,39709,Java,0.73,30
Ashok-Varma/BottomNavigation,4366,https://github.com/Ashok-Varma/BottomNavigation,2016-03-19T19:19:30Z,2025-09-03T07:28:28Z,3928,Java,9.47,16
awangdev/leet-code,4355,https://github.com/awangdev/leet-code,2015-04-25T19:14:09Z,2025-09-02T08:13:43Z,7522,Java,10.37,0
pytorch/serve,4347,https://github.com/pytorch/serve,2019-10-03T03:17:43Z,2025-09-02T03:49:37Z,126138,Java,5.93,24
eirslett/frontend-maven-plugin,4322,https://github.com/eirslett/frontend-maven-plugin,2013-08-30T14:44:38Z,2025-09-03T14:21:37Z,2198,Java,12.02,0
jeasonlzy/ImagePicker,4315,https://github.com/jeasonlzy/ImagePicker,2016-01-27T17:05:03Z,2025-09-04T02:17:48Z,21059,Java,9.61,5
mywalkb/LSPosed_mod,4311,https://github.com/mywalkb/LSPosed_mod,2022-03-28T08:05:38Z,2025-09-05T23:57:20Z,21897,Java,3.44,10
bingoogolapple/BGARefreshLayout-Android,4311,https://github.com/bingoogolapple/BGARefreshLayout-Android,2015-05-28T16:17:00Z,2025-08-30T08:36:24Z,7569,Java,10.28,4
kermitt2/grobid,4298,https://github.com/kermitt2/grobid,2012-09-13T15:48:54Z,2025-09-06T18:21:42Z,1767407,Java,12.98,22
crate/crate,4290,https://github.com/crate/crate,2013-04-10T09:17:16Z,2025-09-06T14:05:19Z,166312,Java,12.41,30
ThirtyDegreesRay/OpenHub,4285,https://github.com/ThirtyDegreesRay/OpenHub,2017-07-11T13:29:51Z,2025-09-04T13:44:32Z,10128,Java,8.16,30
dragonwell-project/dragonwell8,4284,https://github.com/dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2025-09-06T11:05:03Z,1048124,Java,6.5,30
mcxiaoke/android-volley,4283,https://github.com/mcxiaoke/android-volley,2013-05-21T05:35:26Z,2025-07-22T01:40:43Z,952,Java,12.3,0
brianway/java-learning,4275,https://github.com/brianway/java-learning,2016-02-09T05:20:58Z,2025-08-31T12:34:57Z,800,Java,9.57,0
Snailclimb/guide-rpc-framework,4275,https://github.com/Snailclimb/guide-rpc-framework,2020-05-10T13:24:42Z,2025-09-06T13:32:37Z,4403,Java,5.33,0
bjmashibing/InternetArchitect,4273,https://github.com/bjmashibing/InternetArchitect,2019-10-19T16:32:01Z,2025-09-01T06:39:29Z,298764,Java,5.88,0
failsafe-lib/failsafe,4272,https://github.com/failsafe-lib/failsafe,2015-06-30T00:56:39Z,2025-09-05T06:20:43Z,1613,Java,10.19,0
ongakuer/CircleIndicator,4271,https://github.com/ongakuer/CircleIndicator,2014-07-30T14:02:56Z,2025-08-30T12:15:23Z,4407,Java,11.1,7
aporter/coursera-android,4265,https://github.com/aporter/coursera-android,2014-01-05T09:55:31Z,2025-08-14T11:09:15Z,22558,Java,11.67,0
grantland/android-autofittextview,4263,https://github.com/grantland/android-autofittextview,2011-02-14T06:00:52Z,2025-09-03T06:23:56Z,1190,Java,14.56,1
jitsi/jitsi,4253,https://github.com/jitsi/jitsi,2013-04-24T17:37:20Z,2025-09-01T09:24:37Z,579418,Java,12.37,7
201206030/novel-plus,4247,https://github.com/201206030/novel-plus,2020-05-02T07:15:43Z,2025-09-05T12:35:38Z,46830,Java,5.35,30
google/open-location-code,4243,https://github.com/google/open-location-code,2014-09-30T18:26:35Z,2025-09-06T21:44:18Z,4823,Java,10.93,5
camunda/camunda-bpm-platform,4240,https://github.com/camunda/camunda-bpm-platform,2013-01-03T10:10:31Z,2025-09-04T08:07:43Z,166034,Java,12.67,0
jlegewie/zotfile,4229,https://github.com/jlegewie/zotfile,2011-12-30T14:47:42Z,2025-09-05T09:16:23Z,10517,Java,13.69,30
s4kibs4mi/java-developer-roadmap,4223,https://github.com/s4kibs4mi/java-developer-roadmap,2019-04-23T06:42:13Z,2025-09-06T08:40:50Z,4941,Java,6.37,0
mybatis/spring-boot-starter,4216,https://github.com/mybatis/spring-boot-starter,2015-09-25T13:05:15Z,2025-09-04T04:05:51Z,15482,Java,9.95,30
ChadCSong/ShineButton,4216,https://github.com/ChadCSong/ShineButton,2016-07-05T06:32:26Z,2025-09-06T17:19:16Z,2525,Java,9.17,2
jboss-javassist/javassist,4214,https://github.com/jboss-javassist/javassist,2013-05-24T08:31:32Z,2025-09-02T18:36:08Z,30583,Java,12.29,24
nining377/dolby_beta,4207,https://github.com/nining377/dolby_beta,2020-05-19T12:13:36Z,2025-09-06T18:02:27Z,101223,Java,5.3,30
microsoft/malmo,4200,https://github.com/microsoft/malmo,2016-05-17T14:58:40Z,2025-09-04T18:27:13Z,28834,Java,9.31,21
hugeterry/CoordinatorTabLayout,4199,https://github.com/hugeterry/CoordinatorTabLayout,2017-01-27T13:40:28Z,2025-08-26T01:00:32Z,11528,Java,8.61,0
yhaolpz/FloatWindow,4198,https://github.com/yhaolpz/FloatWindow,2017-11-14T14:33:55Z,2025-08-28T03:47:28Z,1002,Java,7.81,9
codingapi/tx-lcn,4198,https://github.com/codingapi/tx-lcn,2017-11-11T03:34:34Z,2025-08-31T09:46:25Z,14551,Java,7.82,14
apache/streampark,4194,https://github.com/apache/streampark,2019-05-27T05:56:03Z,2025-09-06T02:31:16Z,62318,Java,6.28,29
powermock/powermock,4192,https://github.com/powermock/powermock,2014-05-28T07:53:53Z,2025-09-04T00:38:42Z,5949,Java,11.28,16
Jacksgong/JKeyboardPanelSwitch,4191,https://github.com/Jacksgong/JKeyboardPanelSwitch,2015-07-01T17:42:01Z,2025-08-21T03:12:27Z,24090,Java,10.18,14
zendesk/maxwell,4183,https://github.com/zendesk/maxwell,2015-02-09T22:06:13Z,2025-09-03T16:23:04Z,29479,Java,10.57,30
bingoogolapple/BGABanner-Android,4183,https://github.com/bingoogolapple/BGABanner-Android,2014-10-25T17:15:18Z,2025-09-04T07:29:50Z,40655,Java,10.87,0
aws/aws-sdk-java,4178,https://github.com/aws/aws-sdk-java,2010-03-22T23:34:58Z,2025-09-06T05:44:36Z,6761486,Java,15.46,0
oddfar/campus-imaotai,4165,https://github.com/oddfar/campus-imaotai,2023-07-07T10:37:13Z,2025-09-04T10:28:31Z,3073,Java,2.17,11
ReVanced/revanced-patches,4149,https://github.com/ReVanced/revanced-patches,2023-12-14T01:25:17Z,2025-09-06T11:59:34Z,82853,Java,1.73,30
pedrovgs/AndroidWiFiADB,4147,https://github.com/pedrovgs/AndroidWiFiADB,2015-10-18T21:58:45Z,2025-08-16T18:16:28Z,3109,Java,9.89,8
tencentmusic/supersonic,4144,https://github.com/tencentmusic/supersonic,2023-06-12T07:23:28Z,2025-09-06T03:48:39Z,87166,Java,2.24,15
dromara/hmily,4144,https://github.com/dromara/hmily,2017-09-28T06:29:01Z,2025-09-03T14:08:58Z,3787,Java,7.94,0
alibaba/fastjson2,4140,https://github.com/alibaba/fastjson2,2022-04-17T04:27:24Z,2025-09-04T06:34:33Z,130135,Java,3.39,30
geoserver/geoserver,4133,https://github.com/geoserver/geoserver,2011-11-10T19:56:06Z,2025-09-05T14:48:36Z,332286,Java,13.82,30
dinuscxj/LoadingDrawable,4117,https://github.com/dinuscxj/LoadingDrawable,2016-04-16T07:33:57Z,2025-08-23T01:43:59Z,13846,Java,9.39,0
alibaba/Tangram-Android,4110,https://github.com/alibaba/Tangram-Android,2017-03-29T13:29:57Z,2025-09-03T06:11:30Z,1604,Java,8.44,30
karma9874/AndroRAT,4100,https://github.com/karma9874/AndroRAT,2020-03-22T09:31:28Z,2025-09-06T19:58:50Z,40789,Java,5.46,0
pqpo/SmartCropper,4092,https://github.com/pqpo/SmartCropper,2017-08-03T11:08:41Z,2025-09-05T06:49:06Z,248522,Java,8.09,13
Manabu-GT/ExpandableTextView,4089,https://github.com/Manabu-GT/ExpandableTextView,2014-05-17T19:40:15Z,2025-08-21T02:36:25Z,4287,Java,11.31,4
code4craft/tiny-spring,4081,https://github.com/code4craft/tiny-spring,2014-01-10T16:37:57Z,2025-08-31T09:49:01Z,638,Java,11.66,0
DTStack/chunjun,4081,https://github.com/DTStack/chunjun,2018-04-03T12:44:58Z,2025-09-02T10:34:55Z,132442,Java,7.43,30
qunarcorp/bistoury,4079,https://github.com/qunarcorp/bistoury,2019-08-01T07:54:25Z,2025-09-03T06:19:45Z,32465,Java,6.1,8
rubensousa/ViewPagerCards,4079,https://github.com/rubensousa/ViewPagerCards,2016-08-20T15:24:12Z,2025-09-03T15:16:10Z,105,Java,9.05,0
oblac/jodd,4071,https://github.com/oblac/jodd,2012-09-07T20:26:48Z,2025-08-30T14:51:37Z,42823,Java,13.0,30
luckybilly/CC,4046,https://github.com/luckybilly/CC,2017-11-23T16:26:33Z,2025-08-28T16:51:21Z,32435,Java,7.79,0
oldmanpushcart/greys-anatomy,4025,https://github.com/oldmanpushcart/greys-anatomy,2012-11-21T19:39:35Z,2025-08-29T01:51:28Z,1769,Java,12.79,0
xcltapestry/XCL-Charts,4021,https://github.com/xcltapestry/XCL-Charts,2014-06-09T15:44:50Z,2025-09-05T07:47:41Z,127035,Java,11.24,0
jMonkeyEngine/jmonkeyengine,4014,https://github.com/jMonkeyEngine/jmonkeyengine,2014-03-20T22:29:28Z,2025-09-04T19:58:48Z,990274,Java,11.46,30
BoltsFramework/Bolts-Android,4011,https://github.com/BoltsFramework/Bolts-Android,2014-01-30T04:58:14Z,2025-08-27T12:58:24Z,476,Java,11.6,11
lcodecorex/TwinklingRefreshLayout,4008,https://github.com/lcodecorex/TwinklingRefreshLayout,2016-03-02T12:11:56Z,2025-09-01T07:57:57Z,82617,Java,9.51,0
JabRef/jabref,4006,https://github.com/JabRef/jabref,2014-03-11T14:48:42Z,2025-09-06T19:30:11Z,252919,Java,11.49,30
freeok/so-novel,4004,https://github.com/freeok/so-novel,2022-05-23T15:49:36Z,2025-09-06T15:53:49Z,277215,Java,3.29,30
Yalantis/Phoenix,3999,https://github.com/Yalantis/Phoenix,2015-01-12T14:11:20Z,2025-09-06T14:17:25Z,663,Java,10.65,1
knowm/XChange,3998,https://github.com/knowm/XChange,2012-02-02T10:48:28Z,2025-09-01T20:20:14Z,51807,Java,13.59,0
jetty/jetty.project,3998,https://github.com/jetty/jetty.project,2011-07-14T01:11:57Z,2025-09-06T03:13:49Z,272199,Java,14.15,30
jbloch/effective-java-3e-source-code,3996,https://github.com/jbloch/effective-java-3e-source-code,2018-08-03T20:48:35Z,2025-09-06T11:17:32Z,89,Java,7.09,0
makovkastar/FloatingActionButton,3995,https://github.com/makovkastar/FloatingActionButton,2014-07-22T13:29:55Z,2025-08-24T17:49:15Z,11228,Java,11.13,0
LibrePDF/OpenPDF,3989,https://github.com/LibrePDF/OpenPDF,2016-07-11T15:50:34Z,2025-09-05T18:22:07Z,43986,Java,9.16,30
Piasy/BigImageViewer,3987,https://github.com/Piasy/BigImageViewer,2016-11-06T09:55:02Z,2025-08-30T19:25:25Z,55900,Java,8.83,0
qstumn/BadgeView,3982,https://github.com/qstumn/BadgeView,2017-02-08T02:01:39Z,2025-08-30T18:06:33Z,9326,Java,8.57,5
orhanobut/hawk,3982,https://github.com/orhanobut/hawk,2015-02-19T22:25:23Z,2025-09-06T20:55:05Z,967,Java,10.54,22
bitcoin-wallet/bitcoin-wallet,3980,https://github.com/bitcoin-wallet/bitcoin-wallet,2012-03-31T17:06:47Z,2025-09-05T18:53:19Z,42022,Java,13.43,0
mercyblitz/tech-weekly,3980,https://github.com/mercyblitz/tech-weekly,2018-12-03T03:10:52Z,2025-09-02T06:18:58Z,19564,Java,6.76,0
JeremyLiao/LiveEventBus,3965,https://github.com/JeremyLiao/LiveEventBus,2018-07-11T07:36:59Z,2025-09-05T08:32:23Z,2678,Java,7.16,0
torakiki/pdfsam,3962,https://github.com/torakiki/pdfsam,2013-09-24T11:06:13Z,2025-09-06T20:36:33Z,15101,Java,11.95,30
lukas-krecan/ShedLock,3961,https://github.com/lukas-krecan/ShedLock,2016-12-11T13:53:59Z,2025-09-05T15:23:29Z,9007,Java,8.74,0
zzhoujay/RichText,3960,https://github.com/zzhoujay/RichText,2015-07-21T09:36:01Z,2025-09-01T02:59:36Z,2485,Java,10.13,0
rovo89/XposedInstaller,3958,https://github.com/rovo89/XposedInstaller,2012-04-02T20:33:05Z,2025-09-02T21:15:10Z,18977,Java,13.43,0
syncthing/syncthing-android,3957,https://github.com/syncthing/syncthing-android,2014-02-22T17:15:19Z,2025-09-05T01:38:14Z,23375,Java,11.54,30
awaitility/awaitility,3956,https://github.com/awaitility/awaitility,2010-01-22T15:12:52Z,2025-09-06T09:14:44Z,1377,Java,15.62,0
NotFound9/interviewGuide,3956,https://github.com/NotFound9/interviewGuide,2016-04-20T07:17:09Z,2025-09-02T17:14:58Z,62214,Java,9.38,0
binIoter/GuideView,3955,https://github.com/binIoter/GuideView,2016-06-19T08:52:25Z,2025-09-04T04:01:51Z,7068,Java,9.22,0
lilishop/lilishop,3955,https://github.com/lilishop/lilishop,2021-05-14T01:28:51Z,2025-09-04T07:06:14Z,49146,Java,4.31,3
fishercoder1534/Leetcode,3954,https://github.com/fishercoder1534/Leetcode,2016-07-31T05:28:15Z,2025-09-04T17:01:53Z,11964,Java,9.1,0
RipMeApp/ripme,3952,https://github.com/RipMeApp/ripme,2017-01-06T17:12:09Z,2025-09-06T07:45:20Z,5152,Java,8.67,30
tronprotocol/java-tron,3947,https://github.com/tronprotocol/java-tron,2017-12-26T10:20:38Z,2025-09-06T09:25:52Z,212644,Java,7.7,30
JoanZapata/android-iconify,3945,https://github.com/JoanZapata/android-iconify,2013-06-12T11:42:01Z,2025-09-03T03:29:21Z,3689,Java,12.24,0
googlesamples/mlkit,3943,https://github.com/googlesamples/mlkit,2020-05-28T21:40:38Z,2025-09-05T07:38:19Z,47707,Java,5.28,1
rengwuxian/RxJavaSamples,3928,https://github.com/rengwuxian/RxJavaSamples,2016-03-24T13:08:10Z,2025-07-28T07:23:16Z,4613,Java,9.45,3
Querz/mcaselector,3927,https://github.com/Querz/mcaselector,2018-04-22T22:23:26Z,2025-09-06T15:18:27Z,23759,Java,7.38,30
linyiqun/DataMiningAlgorithm,3926,https://github.com/linyiqun/DataMiningAlgorithm,2015-01-11T02:50:28Z,2025-09-05T09:26:20Z,535,Java,10.65,0
pingfangushi/screw,3920,https://github.com/pingfangushi/screw,2020-06-21T11:37:06Z,2025-09-04T08:15:14Z,2092,Java,5.21,0
promeG/TinyPinyin,3918,https://github.com/promeG/TinyPinyin,2015-09-30T03:24:50Z,2025-09-05T16:09:21Z,619,Java,9.94,2
bluelinelabs/Conductor,3906,https://github.com/bluelinelabs/Conductor,2016-03-16T18:42:41Z,2025-09-06T21:00:06Z,3764,Java,9.48,30
iterate-ch/cyberduck,3904,https://github.com/iterate-ch/cyberduck,2017-01-20T14:16:34Z,2025-09-06T04:47:46Z,644138,Java,8.63,0
JFormDesigner/FlatLaf,3904,https://github.com/JFormDesigner/FlatLaf,2019-08-19T10:27:05Z,2025-09-05T02:51:34Z,21795,Java,6.05,30
JavaNoober/BackgroundLibrary,3894,https://github.com/JavaNoober/BackgroundLibrary,2018-09-09T08:52:45Z,2025-08-24T05:55:35Z,14430,Java,6.99,13
alibaba/jstorm,3893,https://github.com/alibaba/jstorm,2013-09-03T03:53:16Z,2025-09-05T08:50:13Z,108125,Java,12.01,22
sofastack/sofa-rpc,3893,https://github.com/sofastack/sofa-rpc,2018-04-09T03:32:04Z,2025-09-01T12:56:18Z,4276,Java,7.41,30
databricks/learning-spark,3892,https://github.com/databricks/learning-spark,2014-06-16T04:47:54Z,2025-09-02T03:48:56Z,372,Java,11.23,0
shuzijun/leetcode-editor,3892,https://github.com/shuzijun/leetcode-editor,2019-03-19T16:32:17Z,2025-09-03T00:57:59Z,30927,Java,6.47,30
Exrick/xboot,3889,https://github.com/Exrick/xboot,2018-04-23T14:44:18Z,2025-09-05T03:50:11Z,5309,Java,7.37,6
vipulasri/Timeline-View,3886,https://github.com/vipulasri/Timeline-View,2015-12-15T14:55:04Z,2025-09-06T14:13:36Z,23276,Java,9.73,15
amirzaidi/Launcher3,3884,https://github.com/amirzaidi/Launcher3,2017-05-30T12:53:32Z,2025-09-06T21:08:21Z,129066,Java,8.27,22
VaughnVernon/IDDD_Samples,3883,https://github.com/VaughnVernon/IDDD_Samples,2013-04-08T22:12:57Z,2025-09-04T09:18:14Z,546,Java,12.41,0
ReChronoRain/HyperCeiler,3876,https://github.com/ReChronoRain/HyperCeiler,2023-10-27T17:17:42Z,2025-09-06T13:14:08Z,65883,Java,1.86,7
wendux/DSBridge-Android,3856,https://github.com/wendux/DSBridge-Android,2017-01-02T11:58:53Z,2025-09-06T18:45:44Z,902,Java,8.68,2
M66B/FairEmail,3855,https://github.com/M66B/FairEmail,2018-08-02T13:30:25Z,2025-09-06T22:21:23Z,1110327,Java,7.1,30
uber/NullAway,3844,https://github.com/uber/NullAway,2017-09-01T17:35:57Z,2025-09-06T20:59:37Z,7095,Java,8.01,30
kubernetes-client/java,3832,https://github.com/kubernetes-client/java,2017-05-08T21:52:58Z,2025-09-06T13:34:50Z,54266,Java,8.33,30
aurelhubert/ahbottomnavigation,3830,https://github.com/aurelhubert/ahbottomnavigation,2016-03-17T12:17:56Z,2025-08-30T06:54:05Z,5644,Java,9.47,14
MiguelCatalan/MaterialSearchView,3828,https://github.com/MiguelCatalan/MaterialSearchView,2015-09-14T17:13:46Z,2025-09-06T21:02:04Z,4665,Java,9.98,6
google/bundletool,3820,https://github.com/google/bundletool,2018-05-04T07:24:09Z,2025-09-05T02:17:01Z,10812,Java,7.34,30
uknownothingsnow/CircleProgress,3819,https://github.com/uknownothingsnow/CircleProgress,2014-10-30T16:14:42Z,2025-08-30T18:04:33Z,2538,Java,10.85,0
yanzhenjie/AndServer,3817,https://github.com/yanzhenjie/AndServer,2016-06-14T00:52:52Z,2025-08-29T08:48:54Z,6648,Java,9.23,1
react-native-share/react-native-share,3816,https://github.com/react-native-share/react-native-share,2015-09-30T02:27:34Z,2025-09-04T07:52:38Z,13272,Java,9.94,30
ZHENFENG13/My-Blog,3813,https://github.com/ZHENFENG13/My-Blog,2019-03-04T09:17:00Z,2025-09-05T11:16:00Z,30373,Java,6.51,0
jishenghua/jshERP,3799,https://github.com/jishenghua/jshERP,2016-09-20T04:51:39Z,2025-09-06T06:20:42Z,63675,Java,8.96,6
camunda/camunda,3793,https://github.com/camunda/camunda,2016-03-20T03:38:04Z,2025-09-06T16:34:25Z,674558,Java,9.46,30
gh0stkey/HaE,3792,https://github.com/gh0stkey/HaE,2020-03-24T10:12:50Z,2025-09-06T07:09:33Z,10995,Java,5.45,30
sunfusheng/MarqueeView,3792,https://github.com/sunfusheng/MarqueeView,2016-06-01T06:50:46Z,2025-08-27T08:06:00Z,12351,Java,9.26,0
shopizer-ecommerce/shopizer,3791,https://github.com/shopizer-ecommerce/shopizer,2012-11-21T03:42:39Z,2025-09-06T17:34:53Z,566507,Java,12.79,18
Dimezis/BlurView,3788,https://github.com/Dimezis/BlurView,2016-04-21T16:00:07Z,2025-09-06T12:41:26Z,13487,Java,9.38,30
mpusher/mpush,3780,https://github.com/mpusher/mpush,2016-04-28T01:43:19Z,2025-09-03T06:16:27Z,2595,Java,9.36,9
fesh0r/fernflower,3778,https://github.com/fesh0r/fernflower,2014-10-03T05:00:15Z,2025-09-04T08:02:49Z,7391,Java,10.93,0
lygttpod/SuperTextView,3774,https://github.com/lygttpod/SuperTextView,2016-10-19T04:06:54Z,2025-08-19T05:19:06Z,25933,Java,8.88,30
mcxtzhang/SwipeDelMenuLayout,3773,https://github.com/mcxtzhang/SwipeDelMenuLayout,2016-08-25T08:10:45Z,2025-09-05T02:53:18Z,5660,Java,9.03,2
watabou/pixel-dungeon,3770,https://github.com/watabou/pixel-dungeon,2014-07-26T17:34:32Z,2025-09-06T00:33:45Z,8161,Java,11.12,0
CameraKit/blurkit-android,3768,https://github.com/CameraKit/blurkit-android,2016-11-06T03:14:58Z,2025-09-02T17:38:41Z,6270,Java,8.83,3
Helium314/HeliBoard,3767,https://github.com/Helium314/HeliBoard,2022-03-09T08:38:32Z,2025-09-06T20:04:56Z,290708,Java,3.5,30
MovingBlocks/Terasology,3756,https://github.com/MovingBlocks/Terasology,2011-03-04T03:49:19Z,2025-09-03T17:02:19Z,306012,Java,14.51,30
Ereza/CustomActivityOnCrash,3756,https://github.com/Ereza/CustomActivityOnCrash,2014-07-04T19:46:21Z,2025-08-30T09:55:45Z,622,Java,11.18,12
roboguice/roboguice,3752,https://github.com/roboguice/roboguice,2012-08-12T20:37:19Z,2025-07-21T07:17:42Z,70278,Java,13.07,0
timehop/sticky-headers-recyclerview,3751,https://github.com/timehop/sticky-headers-recyclerview,2014-10-03T01:57:46Z,2025-09-03T01:47:51Z,337,Java,10.93,0
zhpanvip/BannerViewPager,3747,https://github.com/zhpanvip/BannerViewPager,2017-03-28T09:11:11Z,2025-09-06T14:08:44Z,134124,Java,8.44,30
apache/kylin,3743,https://github.com/apache/kylin,2015-01-03T08:00:05Z,2025-09-06T14:15:42Z,573434,Java,10.67,2
sofastack/sofa-jraft,3743,https://github.com/sofastack/sofa-jraft,2019-03-04T10:13:43Z,2025-09-05T03:02:01Z,3197,Java,6.51,30
andOTP/andOTP,3740,https://github.com/andOTP/andOTP,2017-07-05T11:39:52Z,2025-09-04T13:46:01Z,13870,Java,8.17,30
