full_name,stars,html_url,created_at,updated_at,size,language,age_years,num_releases
ageerle/ruoyi-ai,3735,https://github.com/ageerle/ruoyi-ai,2024-01-16T04:16:41Z,2025-09-06T15:36:25Z,59976,Java,1.64,6
AsamK/signal-cli,3734,https://github.com/AsamK/signal-cli,2015-05-11T10:49:42Z,2025-09-06T04:48:00Z,6049,Java,10.32,30
RoaringBitmap/RoaringBitmap,3733,https://github.com/RoaringBitmap/RoaringBitmap,2013-06-17T20:29:23Z,2025-09-05T05:48:33Z,90634,Java,12.22,30
spotbugs/spotbugs,3729,https://github.com/spotbugs/spotbugs,2016-11-04T22:18:08Z,2025-09-06T16:38:13Z,146684,Java,8.84,30
ethanhua/Skeleton,3727,https://github.com/ethanhua/Skeleton,2017-07-30T06:42:39Z,2025-09-04T22:51:30Z,17001,Java,8.1,0
JCTools/JCTools,3726,https://github.com/JCTools/JCTools,2013-11-10T18:04:40Z,2025-09-03T04:20:44Z,7891,Java,11.82,18
willowtreeapps/spruce-android,3720,https://github.com/willowtreeapps/spruce-android,2017-02-23T20:34:18Z,2025-09-04T04:05:15Z,8169,Java,8.53,3
Atmosphere/atmosphere,3720,https://github.com/Atmosphere/atmosphere,2010-06-30T14:26:23Z,2025-09-03T20:52:35Z,113436,Java,15.19,0
ByteLegend/ByteLegend,3717,https://github.com/ByteLegend/ByteLegend,2021-02-01T10:11:30Z,2025-08-27T12:26:09Z,71743,Java,4.59,0
stfalcon-studio/ChatKit,3715,https://github.com/stfalcon-studio/ChatKit,2017-02-02T09:37:15Z,2025-09-02T13:32:30Z,6136,Java,8.59,1
ryanhoo/StylishMusicPlayer,3710,https://github.com/ryanhoo/StylishMusicPlayer,2016-09-13T14:38:32Z,2025-09-02T14:46:06Z,2929,Java,8.98,0
liuyubobobo/Play-with-Algorithms,3708,https://github.com/liuyubobobo/Play-with-Algorithms,2016-07-05T18:16:22Z,2025-09-05T10:21:10Z,112003,Java,9.17,0
yanzhenjie/NoHttp,3704,https://github.com/yanzhenjie/NoHttp,2015-07-29T06:11:12Z,2025-09-01T09:22:25Z,54486,Java,10.11,0
rbmonster/learning-note,3696,https://github.com/rbmonster/learning-note,2020-06-15T16:47:25Z,2025-09-06T04:18:48Z,67620,Java,5.23,0
undertow-io/undertow,3691,https://github.com/undertow-io/undertow,2012-07-19T00:52:44Z,2025-09-06T02:12:22Z,27794,Java,13.13,9
jtablesaw/tablesaw,3687,https://github.com/jtablesaw/tablesaw,2016-01-01T14:58:28Z,2025-09-05T07:16:42Z,66310,Java,9.68,30
javahuang/SurveyKing,3682,https://github.com/javahuang/SurveyKing,2021-09-06T13:34:14Z,2025-09-06T14:15:31Z,87973,Java,4.0,3
yangfuhai/ASimpleCache,3678,https://github.com/yangfuhai/ASimpleCache,2013-07-28T13:50:59Z,2025-08-30T18:03:33Z,719,Java,12.11,0
nICEnnnnnnnLee/BilibiliDown,3675,https://github.com/nICEnnnnnnnLee/BilibiliDown,2019-01-23T06:56:46Z,2025-09-06T17:25:12Z,52803,Java,6.62,30
lihangleo2/ShadowLayout,3674,https://github.com/lihangleo2/ShadowLayout,2019-07-09T07:17:06Z,2025-09-05T08:52:03Z,4204,Java,6.16,28
helidon-io/helidon,3674,https://github.com/helidon-io/helidon,2018-08-27T11:03:52Z,2025-09-06T16:41:10Z,118030,Java,7.03,30
Creators-of-Create/Create,3672,https://github.com/Creators-of-Create/Create,2019-07-18T08:27:10Z,2025-09-06T19:35:08Z,87822,Java,6.14,0
lisawray/groupie,3672,https://github.com/lisawray/groupie,2016-09-01T20:59:35Z,2025-09-06T20:58:47Z,678,Java,9.01,28
dingjikerbo/Android-BluetoothKit,3671,https://github.com/dingjikerbo/Android-BluetoothKit,2015-10-08T09:07:33Z,2025-09-06T06:09:05Z,3989,Java,9.91,0
networknt/light-4j,3671,https://github.com/networknt/light-4j,2016-09-09T22:28:14Z,2025-09-06T09:19:02Z,12511,Java,8.99,30
google/rejoiner,3670,https://github.com/google/rejoiner,2017-12-06T19:09:53Z,2025-08-28T05:46:10Z,793,Java,7.75,3
KunMinX/Linkage-RecyclerView,3668,https://github.com/KunMinX/Linkage-RecyclerView,2019-04-22T04:39:46Z,2025-08-28T16:51:29Z,761,Java,6.38,0
grpc-ecosystem/grpc-spring,3667,https://github.com/grpc-ecosystem/grpc-spring,2016-12-30T09:06:15Z,2025-09-05T06:26:53Z,3941,Java,8.68,30
yacy/yacy_search_server,3666,https://github.com/yacy/yacy_search_server,2015-03-22T12:54:20Z,2025-09-05T19:22:38Z,828957,Java,10.46,0
linkedin/databus,3665,https://github.com/linkedin/databus,2012-12-17T17:49:17Z,2025-09-03T03:53:58Z,51191,Java,12.72,0
coderbruis/JavaSourceCodeLearning,3663,https://github.com/coderbruis/JavaSourceCodeLearning,2020-06-02T13:34:20Z,2025-09-03T08:05:52Z,8297,Java,5.26,0
PlexPt/chatgpt-java,3648,https://github.com/PlexPt/chatgpt-java,2022-12-07T04:55:33Z,2025-09-05T06:16:54Z,428,Java,2.75,24
litesuits/android-common,3643,https://github.com/litesuits/android-common,2014-05-29T08:08:00Z,2025-08-28T16:51:02Z,594,Java,11.27,0
tchiotludo/akhq,3640,https://github.com/tchiotludo/akhq,2018-09-09T19:35:39Z,2025-09-06T19:35:24Z,38509,Java,6.99,30
huburt-Hu/NewbieGuide,3625,https://github.com/huburt-Hu/NewbieGuide,2017-07-28T06:54:05Z,2025-09-04T04:02:42Z,795,Java,8.11,20
microservices-patterns/ftgo-application,3622,https://github.com/microservices-patterns/ftgo-application,2017-10-23T04:30:04Z,2025-09-06T16:17:55Z,1010,Java,7.87,0
apache/incubator-heron,3621,https://github.com/apache/incubator-heron,2015-09-25T16:09:24Z,2025-08-17T06:18:21Z,183934,Java,9.95,30
rockerhieu/emojicon,3616,https://github.com/rockerhieu/emojicon,2014-01-18T12:32:38Z,2025-09-03T03:30:07Z,9713,Java,11.63,2
FasterXML/jackson-databind,3615,https://github.com/FasterXML/jackson-databind,2011-12-23T07:17:41Z,2025-09-06T19:30:04Z,83416,Java,13.71,0
blossom-editor/blossom,3610,https://github.com/blossom-editor/blossom,2023-08-07T03:02:17Z,2025-09-05T18:06:14Z,63081,Java,2.08,19
spockframework/spock,3608,https://github.com/spockframework/spock,2010-12-12T19:02:34Z,2025-09-01T11:51:11Z,35003,Java,14.74,26
alibaba/Alink,3608,https://github.com/alibaba/Alink,2018-09-30T06:36:11Z,2025-09-05T09:21:09Z,18863,Java,6.93,22
Mojang/brigadier,3599,https://github.com/Mojang/brigadier,2014-09-15T08:48:24Z,2025-09-03T02:49:06Z,470,Java,10.98,3
tyrantgit/ExplosionField,3595,https://github.com/tyrantgit/ExplosionField,2015-09-23T11:34:50Z,2025-09-06T21:03:03Z,1570,Java,9.95,0
uncle-novel/uncle-novel,3594,https://github.com/uncle-novel/uncle-novel,2018-12-11T12:15:30Z,2025-09-05T13:21:24Z,90992,Java,6.74,1
mbechler/marshalsec,3592,https://github.com/mbechler/marshalsec,2017-05-22T11:43:57Z,2025-09-05T07:32:52Z,469,Java,8.29,0
kikoso/android-stackblur,3592,https://github.com/kikoso/android-stackblur,2013-08-15T14:44:32Z,2025-08-16T13:20:14Z,6716,Java,12.06,0
dtinit/data-transfer-project,3589,https://github.com/dtinit/data-transfer-project,2018-01-04T21:27:57Z,2025-09-06T04:01:07Z,11167,Java,7.67,30
spring-io/initializr,3587,https://github.com/spring-io/initializr,2013-06-07T16:02:22Z,2025-09-06T21:29:08Z,11455,Java,12.25,17
dongjunkun/DropDownMenu,3587,https://github.com/dongjunkun/DropDownMenu,2015-06-23T07:43:56Z,2025-09-02T08:12:36Z,14892,Java,10.21,2
vert-x3/vertx-examples,3583,https://github.com/vert-x3/vertx-examples,2015-02-24T17:42:44Z,2025-09-03T11:41:41Z,52011,Java,10.53,0
hmkcode/Android,3579,https://github.com/hmkcode/Android,2013-09-02T16:12:28Z,2025-09-05T20:41:48Z,1841,Java,12.01,0
googlemaps/android-maps-utils,3576,https://github.com/googlemaps/android-maps-utils,2013-05-17T00:08:48Z,2025-09-05T18:55:46Z,19428,Java,12.31,30
WVector/AppUpdate,3574,https://github.com/WVector/AppUpdate,2017-06-19T09:38:42Z,2025-08-27T12:13:09Z,50788,Java,8.22,3
davideas/FlexibleAdapter,3572,https://github.com/davideas/FlexibleAdapter,2015-05-02T22:00:43Z,2025-09-02T06:48:02Z,10850,Java,10.35,30
JakeWharton/ThreeTenABP,3570,https://github.com/JakeWharton/ThreeTenABP,2015-07-03T17:35:09Z,2025-08-30T22:38:21Z,439,Java,10.18,0
OpenHFT/Chronicle-Queue,3567,https://github.com/OpenHFT/Chronicle-Queue,2013-06-02T15:11:33Z,2025-09-04T22:45:19Z,29828,Java,12.26,30
IrisShaders/Iris,3566,https://github.com/IrisShaders/Iris,2020-10-22T20:21:12Z,2025-09-05T05:31:44Z,58395,Java,4.87,30
code4craft/netty-learning,3560,https://github.com/code4craft/netty-learning,2013-09-19T02:24:25Z,2025-08-20T15:01:52Z,3362,Java,11.96,0
fabric8io/kubernetes-client,3560,https://github.com/fabric8io/kubernetes-client,2015-07-09T15:43:13Z,2025-09-06T05:21:17Z,518130,Java,10.16,30
bilibili/MagicaSakura,3557,https://github.com/bilibili/MagicaSakura,2016-06-23T07:54:59Z,2025-08-28T09:39:04Z,3043,Java,9.2,3
dropbox/hackpad,3556,https://github.com/dropbox/hackpad,2015-08-14T02:32:17Z,2025-08-31T17:36:20Z,110132,Java,10.06,0
DataLinkDC/dinky,3548,https://github.com/DataLinkDC/dinky,2021-06-09T07:11:26Z,2025-09-05T12:45:08Z,38456,Java,4.24,30
johncarl81/parceler,3544,https://github.com/johncarl81/parceler,2013-07-03T02:53:01Z,2025-08-27T12:04:59Z,1565,Java,12.18,0
arimorty/floatingsearchview,3535,https://github.com/arimorty/floatingsearchview,2015-11-22T02:38:32Z,2025-09-06T21:01:56Z,7915,Java,9.79,0
LinShunKang/MyPerf4J,3534,https://github.com/LinShunKang/MyPerf4J,2018-03-11T09:58:44Z,2025-08-27T09:36:29Z,1152,Java,7.49,23
anggrayudi/android-hidden-api,3533,https://github.com/anggrayudi/android-hidden-api,2015-09-16T11:58:33Z,2025-09-01T09:51:10Z,334972,Java,9.97,2
fyhertz/libstreaming,3533,https://github.com/fyhertz/libstreaming,2013-01-30T21:24:47Z,2025-09-03T16:09:34Z,1537,Java,12.6,0
luontola/retrolambda,3531,https://github.com/luontola/retrolambda,2013-07-20T07:25:22Z,2025-08-17T20:57:55Z,1063,Java,12.13,0
HelloWorld521/Java,3527,https://github.com/HelloWorld521/Java,2016-12-08T14:01:46Z,2025-09-06T13:34:54Z,28772,Java,8.74,0
springdoc/springdoc-openapi,3525,https://github.com/springdoc/springdoc-openapi,2019-07-11T23:08:20Z,2025-09-06T22:18:34Z,12005,Java,6.15,30
andremion/Music-Player,3524,https://github.com/andremion/Music-Player,2016-05-06T21:55:37Z,2025-09-04T11:39:12Z,24772,Java,9.34,2
apache/logging-log4j2,3521,https://github.com/apache/logging-log4j2,2013-06-12T07:00:19Z,2025-09-03T08:44:42Z,137748,Java,12.24,15
spring-cloud/spring-cloud-kubernetes,3519,https://github.com/spring-cloud/spring-cloud-kubernetes,2016-12-13T21:36:25Z,2025-09-05T18:07:53Z,59516,Java,8.73,30
lsjwzh/RecyclerViewPager,3518,https://github.com/lsjwzh/RecyclerViewPager,2015-01-17T18:30:34Z,2025-09-03T08:05:40Z,3248,Java,10.64,10
dariuszseweryn/RxAndroidBle,3517,https://github.com/dariuszseweryn/RxAndroidBle,2016-02-04T13:42:02Z,2025-09-05T13:16:21Z,2949,Java,9.59,30
immutables/immutables,3516,https://github.com/immutables/immutables,2013-07-07T13:48:23Z,2025-09-05T05:45:36Z,13269,Java,12.17,15
Netflix/maestro,3515,https://github.com/Netflix/maestro,2024-04-17T01:15:56Z,2025-09-05T21:25:39Z,1869,Java,1.39,0
nytimes/Store,3512,https://github.com/nytimes/Store,2016-11-29T20:17:11Z,2025-08-25T16:36:15Z,2538,Java,8.77,0
codeestX/GeekNews,3509,https://github.com/codeestX/GeekNews,2016-08-07T14:56:56Z,2025-08-08T07:52:51Z,83845,Java,9.08,0
baoyongzhang/SwipeMenuListView,3507,https://github.com/baoyongzhang/SwipeMenuListView,2014-08-24T15:40:45Z,2025-07-24T17:50:22Z,1854,Java,11.04,2
1024-lab/smart-admin,3506,https://github.com/1024-lab/smart-admin,2019-11-16T02:30:31Z,2025-09-05T07:34:50Z,36387,Java,5.81,22
cSploit/android,3497,https://github.com/cSploit/android,2014-10-04T05:53:29Z,2025-09-05T20:42:13Z,39651,Java,10.92,30
lenve/JavaEETest,3496,https://github.com/lenve/JavaEETest,2016-12-13T02:13:58Z,2025-09-04T09:39:06Z,27714,Java,8.73,0
KingJA/LoadSir,3493,https://github.com/KingJA/LoadSir,2017-09-02T08:32:15Z,2025-09-06T10:17:29Z,4024,Java,8.01,6
TNG/ArchUnit,3487,https://github.com/TNG/ArchUnit,2017-04-21T08:39:20Z,2025-09-06T12:36:50Z,16783,Java,8.38,30
dromara/liteflow,3487,https://github.com/dromara/liteflow,2020-03-25T16:49:22Z,2025-09-05T01:29:53Z,10462,Java,5.45,0
AxonFramework/AxonFramework,3485,https://github.com/AxonFramework/AxonFramework,2011-12-02T16:04:42Z,2025-09-06T13:55:25Z,62277,Java,13.76,30
ittianyu/BottomNavigationViewEx,3476,https://github.com/ittianyu/BottomNavigationViewEx,2016-11-12T08:39:38Z,2025-09-06T20:59:25Z,1770,Java,8.82,19
phodal/migration,3465,https://github.com/phodal/migration,2020-01-08T02:11:38Z,2025-09-06T20:42:12Z,6167,Java,5.66,0
ferredoxin/QNotified,3462,https://github.com/ferredoxin/QNotified,2019-03-24T05:12:41Z,2025-09-03T07:07:44Z,8766,Java,6.46,28
rubensousa/PreviewSeekBar,3462,https://github.com/rubensousa/PreviewSeekBar,2017-01-24T23:52:44Z,2025-08-29T04:10:10Z,63625,Java,8.61,10
Grt1228/chatgpt-java,3461,https://github.com/Grt1228/chatgpt-java,2023-02-11T08:54:54Z,2025-09-04T06:50:36Z,466,Java,2.57,10
eclipse-openj9/openj9,3460,https://github.com/eclipse-openj9/openj9,2017-08-25T13:46:07Z,2025-09-05T17:09:14Z,199131,Java,8.03,30
Netflix/concurrency-limits,3452,https://github.com/Netflix/concurrency-limits,2017-12-11T19:32:41Z,2025-09-06T21:36:05Z,829,Java,7.74,30
alamkanak/Android-Week-View,3448,https://github.com/alamkanak/Android-Week-View,2014-09-17T10:07:12Z,2025-08-31T13:23:53Z,814,Java,10.97,4
crossoverJie/SSM,3441,https://github.com/crossoverJie/SSM,2016-06-21T10:09:02Z,2025-08-23T13:07:36Z,4404,Java,9.21,10
RikkaApps/Sui,3438,https://github.com/RikkaApps/Sui,2021-01-03T08:26:16Z,2025-09-06T21:03:40Z,779,Java,4.67,21
sherxon/AlgoDS,3433,https://github.com/sherxon/AlgoDS,2016-12-16T17:01:22Z,2025-09-04T13:40:45Z,1585,Java,8.72,0
guolindev/giffun,3433,https://github.com/guolindev/giffun,2019-01-28T05:11:00Z,2025-07-09T16:14:16Z,7432,Java,6.61,0
apache/fory,3433,https://github.com/apache/fory,2023-04-28T03:57:00Z,2025-09-05T19:46:34Z,15323,Java,2.36,30
rom1v/sndcpy,3432,https://github.com/rom1v/sndcpy,2020-06-09T19:36:57Z,2025-09-06T05:46:46Z,171,Java,5.24,2
freeplane/freeplane,3426,https://github.com/freeplane/freeplane,2012-09-13T08:55:51Z,2025-09-06T22:07:39Z,230206,Java,12.98,10
xcc3641/SeeWeather,3426,https://github.com/xcc3641/SeeWeather,2016-02-20T13:10:14Z,2025-09-04T11:39:06Z,16083,Java,9.54,2
WinterChenS/my-site,3423,https://github.com/WinterChenS/my-site,2018-05-03T09:05:37Z,2025-09-06T13:59:25Z,6365,Java,7.35,0
GitLqr/LQRWeChat,3421,https://github.com/GitLqr/LQRWeChat,2017-02-07T06:32:40Z,2025-08-18T05:31:59Z,120743,Java,8.58,0
woxingxiao/BubbleSeekBar,3419,https://github.com/woxingxiao/BubbleSeekBar,2016-11-03T14:31:05Z,2025-09-02T11:53:59Z,43994,Java,8.84,12
getActivity/Toaster,3414,https://github.com/getActivity/Toaster,2018-09-16T05:28:57Z,2025-09-05T08:48:23Z,55770,Java,6.97,30
google/volley,3414,https://github.com/google/volley,2017-01-24T17:39:33Z,2025-08-30T03:49:12Z,1423,Java,8.62,9
openhab/openhab1-addons,3413,https://github.com/openhab/openhab1-addons,2013-09-20T20:28:43Z,2025-09-02T08:01:21Z,244412,Java,11.96,14
apache/incubator-kie-optaplanner,3412,https://github.com/apache/incubator-kie-optaplanner,2011-02-15T19:38:23Z,2025-09-03T15:56:27Z,244105,Java,14.56,6
